"point_4326";"point_4326";"posicao"
"POINT(-43.5564003 -22.9019826)";"POINT(-4848676.30218399 -2620169.38704406)";1
"POINT(-43.5563267 -22.9018265)";"POINT(-4848668.10906947 -2620150.52307116)";2
"POINT(-43.5562731 -22.9017648)";"POINT(-4848662.14234476 -2620143.06691362)";3
"POINT(-43.5561726 -22.9017232)";"POINT(-4848650.95473593 -2620138.03974934)";4
"POINT(-43.5544336 -22.9013513)";"POINT(-4848457.37014144 -2620093.0974526)";5
"POINT(-43.5542652 -22.9013149)";"POINT(-4848438.6239392 -2620088.69869718)";6
"POINT(-43.5529863 -22.901091)";"POINT(-4848296.25744242 -2620061.64154355)";7
"POINT(-43.5529273 -22.9010836)";"POINT(-4848289.68959246 -2620060.74729269)";8
"POINT(-43.5528268 -22.9010629)";"POINT(-4848278.50198364 -2620058.24580746)";9
"POINT(-43.5508045 -22.9006475)";"POINT(-4848053.38057741 -2620008.04700083)";10
"POINT(-43.5505154 -22.9023168)";"POINT(-4848021.19811262 -2620209.77366249)";11
"POINT(-43.5505093 -22.9023816)";"POINT(-4848020.51906373 -2620217.60447256)";12
"POINT(-43.5505053 -22.9022329)";"POINT(-4848020.07378576 -2620199.63470255)";13
"POINT(-43.5504606 -22.9024754)";"POINT(-4848015.09780452 -2620228.93981845)";14
"POINT(-43.5504359 -22.9025125)";"POINT(-4848012.3482131 -2620233.42320369)";15
"POINT(-43.5504321 -22.9019125)";"POINT(-4848011.92519904 -2620160.91577616)";16
"POINT(-43.5503849 -22.9025636)";"POINT(-4848006.67091907 -2620239.59843442)";17
"POINT(-43.5503391 -22.9025975)";"POINT(-4848001.57248639 -2620243.6951152)";18
"POINT(-43.5502525 -22.9026352)";"POINT(-4847991.93221849 -2620248.25101212)";19
"POINT(-43.5502231 -22.9013205)";"POINT(-4847988.65942546 -2620089.37542871)";20
"POINT(-43.5501882 -22.9005321)";"POINT(-4847984.77437523 -2619994.10157245)";21
"POINT(-43.5501089 -22.9005544)";"POINT(-4847975.94673961 -2619996.79639867)";22
"POINT(-43.5500594 -22.9026574)";"POINT(-4847970.43642482 -2620250.93379552)";23
"POINT(-43.5500429 -22.9006119)";"POINT(-4847968.59965322 -2620003.74494367)";24
"POINT(-43.5500101 -22.9007662)";"POINT(-4847964.94837392 -2620022.39122767)";25
"POINT(-43.5500102 -22.9006793)";"POINT(-4847964.95950587 -2620011.8898506)";26
"POINT(-43.5495981 -22.9025722)";"POINT(-4847919.08474371 -2620240.63771027)";27
"POINT(-43.5495516 -22.9025636)";"POINT(-4847913.90838739 -2620239.59843442)";28
"POINT(-43.5494121 -22.9025389)";"POINT(-4847898.37931843 -2620236.61353787)";29
"POINT(-43.5493451 -22.9025265)";"POINT(-4847890.92091254 -2620235.11504749)";30
"POINT(-43.5490257 -22.902491)";"POINT(-4847855.36546719 -2620230.82501533)";31
"POINT(-43.5489007 -22.902477)";"POINT(-4847841.45053083 -2620229.13317196)";32
"POINT(-43.548442 -22.9023856)";"POINT(-4847790.38828041 -2620218.08785602)";33
"POINT(-43.5474793 -22.9022207)";"POINT(-4847683.22100662 -2620198.1603847)";34
"POINT(-43.546651 -22.9020615)";"POINT(-4847591.0150724 -2620178.92175739)";35
"POINT(-43.5462346 -22.9019642)";"POINT(-4847544.66163643 -2620167.16348687)";36
"POINT(-43.5459268 -22.9019111)";"POINT(-4847510.39749716 -2620160.74659254)";37
"POINT(-43.5453474 -22.901753)";"POINT(-4847445.8989842 -2620141.64093898)";38
"POINT(-43.5450041 -22.9016427)";"POINT(-4847407.68300301 -2620128.31170746)";39
"POINT(-43.5448861 -22.9016048)";"POINT(-4847394.5473031 -2620123.73167484)";40
"POINT(-43.5446629 -22.9015134)";"POINT(-4847369.70079275 -2620112.68642992)";41
"POINT(-43.5444033 -22.9014071)";"POINT(-4847340.80225294 -2620099.84060193)";42
"POINT(-43.5442434 -22.9013257)";"POINT(-4847323.00226636 -2620090.0038223)";43
"POINT(-43.5439956 -22.9011996)";"POINT(-4847295.41729654 -2620074.76528466)";44
"POINT(-43.5438732 -22.901108)";"POINT(-4847281.79179087 -2620063.6959038)";45
"POINT(-43.5436523 -22.9009426)";"POINT(-4847257.20131535 -2620043.70819791)";46
"POINT(-43.5430944 -22.9005077)";"POINT(-4847195.09617144 -2619991.15297386)";47
"POINT(-43.5428562 -22.9002991)";"POINT(-4847168.57986874 -2619965.94489447)";48
"POINT(-43.541751 -22.8993275)";"POINT(-4847045.54956751 -2619848.53327708)";49
"POINT(-43.5405164 -22.8982365)";"POINT(-4846908.11452418 -2619716.69393923)";50
"POINT(-43.54038 -22.898116)";"POINT(-4846892.93054563 -2619702.13246419)";51
"POINT(-43.5393237 -22.8971799)";"POINT(-4846775.34376751 -2619589.01259948)";52
"POINT(-43.5384488 -22.8964061)";"POINT(-4846677.95034501 -2619495.5059232)";53
"POINT(-43.5377102 -22.8957527)";"POINT(-4846595.72976911 -2619416.54890473)";54
"POINT(-43.5373217 -22.8954102)";"POINT(-4846552.48214694 -2619375.16127147)";55
"POINT(-43.5367578 -22.8949138)";"POINT(-4846489.70908608 -2619315.17657766)";56
"POINT(-43.5361228 -22.8943786)";"POINT(-4846419.02120943 -2619250.50355978)";57
"POINT(-43.5359733 -22.8943061)";"POINT(-4846402.37894556 -2619241.74275393)";58
"POINT(-43.535786 -22.894253)";"POINT(-4846381.52880493 -2619235.32622185)";59
"POINT(-43.5352515 -22.8943005)";"POINT(-4846322.0285371 -2619241.06605739)";60
"POINT(-43.5346522 -22.8943835)";"POINT(-4846255.31476627 -2619251.09566959)";61
"POINT(-43.5344196 -22.894378)";"POINT(-4846229.42185271 -2619250.43105654)";62
"POINT(-43.5343156 -22.8943587)";"POINT(-4846217.84462567 -2619248.09886916)";63
"POINT(-43.534112 -22.8942862)";"POINT(-4846195.17997734 -2619239.33806458)";64
"POINT(-43.5339178 -22.8941685)";"POINT(-4846173.56173223 -2619225.11536147)";65
"POINT(-43.5335485 -22.8937308)";"POINT(-4846132.45144428 -2619172.22441492)";66
"POINT(-43.5332622 -22.8934575)";"POINT(-4846100.58067407 -2619139.19937992)";67
"POINT(-43.5330434 -22.8932777)";"POINT(-4846076.22396948 -2619117.47273748)";68
"POINT(-43.5327568 -22.8930797)";"POINT(-4846044.31980342 -2619093.54687979)";69
"POINT(-43.5325027 -22.8929425)";"POINT(-4846016.03352081 -2619076.96797261)";70
"POINT(-43.5322311 -22.89284)";"POINT(-4845985.79914711 -2619064.58213817)";71
"POINT(-43.5319779 -22.8927559)";"POINT(-4845957.61305204 -2619054.41971905)";72
"POINT(-43.5317056 -22.8926853)";"POINT(-4845927.3007547 -2619045.8886087)";73
"POINT(-43.5313471 -22.8926496)";"POINT(-4845887.39271725 -2619041.57472031)";74
"POINT(-43.5310681 -22.8926539)";"POINT(-4845856.33457931 -2619042.09432025)";75
"POINT(-43.5305524 -22.8927281)";"POINT(-4845798.92711791 -2619051.06044277)";76
"POINT(-43.5301505 -22.8927451)";"POINT(-4845754.18781456 -2619053.11467639)";77
"POINT(-43.529728 -22.8926969)";"POINT(-4845707.1553297 -2619047.29032058)";78
"POINT(-43.5295395 -22.8926476)";"POINT(-4845686.17160569 -2619041.33304592)";79
"POINT(-43.529239 -22.892529)";"POINT(-4845652.72009871 -2619027.0017612)";80
"POINT(-43.5284846 -22.8921001)";"POINT(-4845568.74067485 -2618975.1748167)";81
"POINT(-43.5268031 -22.8909377)";"POINT(-4845381.55695108 -2618834.71483293)";82
"POINT(-43.5265112 -22.8907934)";"POINT(-4845349.06279172 -2618817.27825509)";83
"POINT(-43.5261529 -22.8906761)";"POINT(-4845309.17701817 -2618803.10425227)";84
"POINT(-43.5255397 -22.8905127)";"POINT(-4845240.91590642 -2618783.35975383)";85
"POINT(-43.5247844 -22.8902834)";"POINT(-4845156.83629502 -2618755.65224501)";86
"POINT(-43.5241219 -22.8900539)";"POINT(-4845083.08713237 -2618727.92061604)";87
"POINT(-43.5237802 -22.8899355)";"POINT(-4845045.04926236 -2618713.6137722)";88
"POINT(-43.5234798 -22.8898248)";"POINT(-4845011.60888733 -2618700.23736783)";89
"POINT(-43.5232508 -22.8897344)";"POINT(-4844986.11672394 -2618689.31391654)";90
"POINT(-43.5229663 -22.8895083)";"POINT(-4844954.44632881 -2618661.9932367)";91
"POINT(-43.5228894 -22.889461)";"POINT(-4844945.88585996 -2618656.27777073)";92
"POINT(-43.5226522 -22.8893029)";"POINT(-4844919.48087675 -2618637.17387041)";93
"POINT(-43.5222631 -22.8890747)";"POINT(-4844876.16646288 -2618609.59952601)";94
"POINT(-43.5220636 -22.8889312)";"POINT(-4844853.95822447 -2618592.25985466)";95
"POINT(-43.5217893 -22.8887066)";"POINT(-4844823.42328814 -2618565.12058704)";96
"POINT(-43.5215627 -22.8884325)";"POINT(-4844798.19829153 -2618532.00010802)";97
"POINT(-43.5214121 -22.8882141)";"POINT(-4844781.43357622 -2618505.61010622)";98
"POINT(-43.5210765 -22.8876582)";"POINT(-4844744.07475511 -2618438.43904326)";99
"POINT(-43.5209306 -22.8873023)";"POINT(-4844727.8332414 -2618395.43472414)";100
"POINT(-43.5207847 -22.8870019)";"POINT(-4844711.59172769 -2618359.13670157)";101
"POINT(-43.52045 -22.8864562)";"POINT(-4844674.33309412 -2618293.19872163)";102
"POINT(-43.5200552 -22.8857762)";"POINT(-4844630.38415916 -2618211.03338554)";103
"POINT(-43.519935 -22.885539)";"POINT(-4844617.00355637 -2618182.37227985)";104
"POINT(-43.5197805 -22.8853176)";"POINT(-4844599.80469504 -2618155.62034865)";105
"POINT(-43.5197719 -22.8853093)";"POINT(-4844598.84734742 -2618154.61745416)";106
"POINT(-43.5195583 -22.8850992)";"POINT(-4844575.06950418 -2618129.2309525)";107
"POINT(-43.5193312 -22.8849385)";"POINT(-4844549.78884782 -2618109.81350726)";108
"POINT(-43.5192031 -22.8848757)";"POINT(-4844535.52882105 -2618102.2253644)";109
"POINT(-43.5191293 -22.8848395)";"POINT(-4844527.31344263 -2618097.85130913)";110
"POINT(-43.5174677 -22.8843123)";"POINT(-4844342.34497673 -2618034.14973027)";111
"POINT(-43.5171363 -22.8841794)";"POINT(-4844305.45369748 -2618018.09146159)";112
"POINT(-43.516929 -22.8840389)";"POINT(-4844282.37716704 -2618001.1149042)";113
"POINT(-43.5167507 -22.8838626)";"POINT(-4844262.52890183 -2617979.81267235)";114
"POINT(-43.5165962 -22.883657)";"POINT(-4844245.33004051 -2617954.97017259)";115
"POINT(-43.5164503 -22.8834672)";"POINT(-4844229.0885268 -2617932.03680883)";116
"POINT(-43.5162958 -22.8832142)";"POINT(-4844211.88966547 -2617901.46709563)";117
"POINT(-43.5160812 -22.8830007)";"POINT(-4844188.00050275 -2617875.67016854)";118
"POINT(-43.5159095 -22.8828979)";"POINT(-4844168.88694618 -2617863.24899282)";119
"POINT(-43.5156077 -22.8827785)";"POINT(-4844135.29072385 -2617848.82207485)";120
"POINT(-43.5154675 -22.8827317)";"POINT(-4844119.68373124 -2617843.16730645)";121
"POINT(-43.514368 -22.8823803)";"POINT(-4843997.28795112 -2617800.70827433)";122
"POINT(-43.5136177 -22.882153)";"POINT(-4843913.76493718 -2617773.2440813)";123
"POINT(-43.513144 -22.8820219)";"POINT(-4843861.03289439 -2617757.40355797)";124
"POINT(-43.5129225 -22.8819508)";"POINT(-4843836.37562718 -2617748.81270846)";125
"POINT(-43.5128269 -22.8819096)";"POINT(-4843825.73348386 -2617743.83460926)";126
"POINT(-43.51252 -22.8817092)";"POINT(-4843791.56953213 -2617719.62076965)";127
"POINT(-43.5124529 -22.881668)";"POINT(-4843784.0999943 -2617714.6426793)";128
"POINT(-43.5123132 -22.8815694)";"POINT(-4843768.54866144 -2617702.7291003)";129
"POINT(-43.5120472 -22.8813796)";"POINT(-4843738.93767689 -2617679.79608921)";130
"POINT(-43.5117124 -22.8812373)";"POINT(-4843701.66791137 -2617662.60239328)";131
"POINT(-43.5113208 -22.8811282)";"POINT(-4843658.07519877 -2617649.42016919)";132
"POINT(-43.5109157 -22.881054)";"POINT(-4843612.97967305 -2617640.45481293)";133
"POINT(-43.5108468 -22.8810454)";"POINT(-4843605.30976014 -2617639.41570188)";134
"POINT(-43.5102533 -22.881)";"POINT(-4843539.24164235 -2617633.93016321)";135
"POINT(-43.5096133 -22.8809624)";"POINT(-4843467.99716824 -2617629.38707531)";136
"POINT(-43.5094465 -22.8809526)";"POINT(-4843449.42907718 -2617628.20297282)";137
"POINT(-43.5090325 -22.8809486)";"POINT(-4843403.34280799 -2617627.7196657)";138
"POINT(-43.5088714 -22.880911)";"POINT(-4843385.40923802 -2617623.17657952)";139
"POINT(-43.5086846 -22.880855)";"POINT(-4843364.61475714 -2617616.41028329)";140
"POINT(-43.5084149 -22.8807604)";"POINT(-4843334.59189048 -2617604.98008205)";141
"POINT(-43.5082865 -22.8806862)";"POINT(-4843320.29846786 -2617596.01475009)";142
"POINT(-43.5080962 -22.8805603)";"POINT(-4843299.11436876 -2617580.80269533)";143
"POINT(-43.5077642 -22.8803279)";"POINT(-4843262.15629782 -2617552.72265673)";144
"POINT(-43.5076008 -22.8802286)";"POINT(-4843243.96669302 -2617540.72461702)";145
"POINT(-43.5073608 -22.8800827)";"POINT(-4843217.25001523 -2617523.09609323)";146
"POINT(-43.5071356 -22.8799866)";"POINT(-4843192.1808659 -2617511.48471814)";147
"POINT(-43.5068973 -22.879885)";"POINT(-4843165.65343125 -2617499.20880918)";148
"POINT(-43.506593 -22.8797505)";"POINT(-4843131.7789102 -2617482.95774305)";149
"POINT(-43.5064682 -22.8796953)";"POINT(-4843117.88623775 -2617476.28816518)";150
"POINT(-43.506039 -22.8795608)";"POINT(-4843070.1079123 -2617460.03712175)";151
"POINT(-43.5056514 -22.8794397)";"POINT(-4843026.96047767 -2617445.40515516)";152
"POINT(-43.505376 -22.8794116)";"POINT(-4842996.30308991 -2617442.00996082)";153
"POINT(-43.5049481 -22.8794525)";"POINT(-4842948.6694798 -2617446.95172079)";154
"POINT(-43.5042712 -22.8795854)";"POINT(-4842873.31731648 -2617463.00943035)";155
"POINT(-43.5040648 -22.8796251)";"POINT(-4842850.34097358 -2617467.80620593)";156
"POINT(-43.5039276 -22.8796399)";"POINT(-4842835.06793944 -2617469.5944249)";157
"POINT(-43.5036787 -22.8796557)";"POINT(-4842807.36051818 -2617471.50346968)";158
"POINT(-43.5032667 -22.8795846)";"POINT(-4842761.49688797 -2617462.9127699)";159
"POINT(-43.5032186 -22.8795813)";"POINT(-4842756.14242047 -2617462.51404555)";160
"POINT(-43.5029148 -22.8795608)";"POINT(-4842722.32355916 -2617460.03712175)";161
"POINT(-43.5027242 -22.8795761)";"POINT(-4842701.10606422 -2617461.88575265)";162
"POINT(-43.5023483 -22.8797111)";"POINT(-4842659.26106763 -2617478.19721074)";163
"POINT(-43.5022786 -22.8797456)";"POINT(-4842651.50209912 -2617482.36569708)";164
"POINT(-43.501777 -22.8800293)";"POINT(-4842595.66424254 -2617516.64398577)";165
"POINT(-43.5016936 -22.8800817)";"POINT(-4842586.38019701 -2617522.97526723)";166
"POINT(-43.5016225 -22.8801323)";"POINT(-4842578.46538121 -2617529.08906424)";167
"POINT(-43.5014172 -22.8802952)";"POINT(-4842555.61148975 -2617548.77163966)";168
"POINT(-43.5012424 -22.8804544)";"POINT(-4842536.15284276 -2617568.00718124)";169
"POINT(-43.5007089 -22.8809526)";"POINT(-4842476.76389442 -2617628.20297282)";170
"POINT(-43.5004514 -22.8812135)";"POINT(-4842448.09912555 -2617659.72671013)";171
"POINT(-43.5002041 -22.8813876)";"POINT(-4842420.56981547 -2617680.76270652)";172
"POINT(-43.5000571 -22.8814787)";"POINT(-4842404.20585032 -2617691.77006518)";173
"POINT(-43.4997756 -22.8815827)";"POINT(-4842372.86941367 -2617704.33610386)";174
"POINT(-43.4995235 -22.8816389)";"POINT(-4842344.80577004 -2617711.12660184)";175
"POINT(-43.4992521 -22.8816548)";"POINT(-4842314.59366024 -2617713.04775747)";176
"POINT(-43.4991535 -22.8816604)";"POINT(-4842303.61755844 -2617713.72439096)";177
"POINT(-43.4986602 -22.881676)";"POINT(-4842248.70365364 -2617715.60929867)";178
"POINT(-43.4985413 -22.8816825)";"POINT(-4842235.46776618 -2617716.39467694)";179
"POINT(-43.4982971 -22.8816959)";"POINT(-4842208.28354653 -2617718.01376459)";180
"POINT(-43.4980908 -22.8817152)";"POINT(-4842185.31833558 -2617720.34573438)";181
"POINT(-43.4977778 -22.8817574)";"POINT(-4842150.47533496 -2617725.44465395)";182
"POINT(-43.4977097 -22.8817663)";"POINT(-4842142.89447764 -2617726.52001871)";183
"POINT(-43.4973358 -22.8818778)";"POINT(-4842101.27212003 -2617739.99229101)";184
"POINT(-43.4964603 -22.8821862)";"POINT(-4842003.81190584 -2617777.25556637)";185
"POINT(-43.4958595 -22.8824709)";"POINT(-4841936.93115577 -2617811.65529941)";186
"POINT(-43.4955415 -22.8826662)";"POINT(-4841901.5315577 -2617835.25305052)";187
"POINT(-43.4953445 -22.8827872)";"POINT(-4841879.60161801 -2617849.87328201)";188
"POINT(-43.4948467 -22.8831114)";"POINT(-4841824.1867755 -2617889.04590038)";189
"POINT(-43.4944175 -22.8833407)";"POINT(-4841776.40845005 -2617916.75194511)";190
"POINT(-43.4941515 -22.8834356)";"POINT(-4841746.7974655 -2617928.21861229)";191
"POINT(-43.4938682 -22.8835147)";"POINT(-4841715.26065376 -2617937.77618822)";192
"POINT(-43.4934476 -22.8835463)";"POINT(-4841668.43967593 -2617941.59438699)";193
"POINT(-43.4925035 -22.8835147)";"POINT(-4841563.34294467 -2617937.77618822)";194
"POINT(-43.4922286 -22.8835237)";"POINT(-4841532.74121665 -2617938.8636498)";195
"POINT(-43.4920757 -22.8835262)";"POINT(-4841515.72046651 -2617939.16572248)";196
"POINT(-43.4918826 -22.8835188)";"POINT(-4841494.22467283 -2617938.27158738)";197
"POINT(-43.4916815 -22.8834866)";"POINT(-4841471.83832323 -2617934.38089196)";198
"POINT(-43.4916278 -22.8834817)";"POINT(-4841465.86046658 -2617933.7888297)";199
"POINT(-43.4913529 -22.8834401)";"POINT(-4841435.25873856 -2617928.76234276)";200
"POINT(-43.490748 -22.8833656)";"POINT(-4841367.92157858 -2617919.76058515)";201
"POINT(-43.4906434 -22.8833532)";"POINT(-4841356.27755984 -2617918.2623065)";202
"POINT(-43.4903028 -22.8833186)";"POINT(-4841318.36214128 -2617914.08162651)";203
"POINT(-43.4898485 -22.8832134)";"POINT(-4841267.78969661 -2617901.3704326)";204
"POINT(-43.4896232 -22.883164)";"POINT(-4841242.70941534 -2617895.40149132)";205
"POINT(-43.4890703 -22.8830323)";"POINT(-4841181.16086888 -2617879.48835285)";206
"POINT(-43.488863 -22.8829962)";"POINT(-4841158.08433844 -2617875.12643983)";207
"POINT(-43.4888288 -22.8829893)";"POINT(-4841154.27721185 -2617874.29272251)";208
"POINT(-43.4864132 -22.8825658)";"POINT(-4840885.37384989 -2617823.12189313)";209
"POINT(-43.4863151 -22.882542)";"POINT(-4840874.45340784 -2617820.24618183)";211
"POINT(-43.4861791 -22.8825247)";"POINT(-4840859.3139571 -2617818.15585419)";212
"POINT(-43.485577 -22.8824155)";"POINT(-4840792.28849169 -2617804.96142228)";213
"POINT(-43.4853428 -22.8823909)";"POINT(-4840766.21746695 -2617801.98905172)";214
"POINT(-43.4849762 -22.8823523)";"POINT(-4840725.40774162 -2617797.32508925)";215
"POINT(-43.4841363 -22.882326)";"POINT(-4840631.9105013 -2617794.14731246)";216
"POINT(-43.4835294 -22.8823189)";"POINT(-4840564.35070234 -2617793.28943367)";217
"POINT(-43.483375 -22.882318)";"POINT(-4840547.16297296 -2617793.18068847)";218
"POINT(-43.4830246 -22.8823098)";"POINT(-4840508.15662339 -2617792.18989894)";219
"POINT(-43.4828105 -22.8822772)";"POINT(-4840484.32312041 -2617788.25090699)";220
"POINT(-43.48266 -22.8822348)";"POINT(-4840467.56953705 -2617783.12780231)";221
"POINT(-43.4826016 -22.8822153)";"POINT(-4840461.06847878 -2617780.77165801)";222
"POINT(-43.4824527 -22.8821387)";"POINT(-4840444.4930066 -2617771.51624315)";223
"POINT(-43.4822897 -22.8820122)";"POINT(-4840426.3479296 -2617756.23152901)";224
"POINT(-43.482015 -22.881775)";"POINT(-4840395.76846548 -2617727.57121803)";225
"POINT(-43.4818753 -22.8816682)";"POINT(-4840380.21713262 -2617714.66684479)";226
"POINT(-43.4816631 -22.8815061)";"POINT(-4840356.59513667 -2617695.08073213)";227
"POINT(-43.4813558 -22.8813251)";"POINT(-4840322.38665715 -2617673.21101028)";228
"POINT(-43.4809936 -22.8811503)";"POINT(-4840282.06673759 -2617652.09044471)";229
"POINT(-43.4809247 -22.8811298)";"POINT(-4840274.39682467 -2617649.61349229)";230
"POINT(-43.4804615 -22.8809921)";"POINT(-4840222.83363654 -2617632.97563134)";231
"POINT(-43.4803052 -22.8809441)";"POINT(-4840205.43440012 -2617627.17594522)";232
"POINT(-43.4799465 -22.880834)";"POINT(-4840165.50409878 -2617613.87292292)";233
"POINT(-43.4797271 -22.8807749)";"POINT(-4840141.0806025 -2617606.73206798)";234
"POINT(-43.4794302 -22.880695)";"POINT(-4840108.02984568 -2617597.0780237)";235
"POINT(-43.4790996 -22.8805963)";"POINT(-4840071.22762202 -2617585.15244744)";236
"POINT(-43.4784979 -22.8805042)";"POINT(-4840004.24668442 -2617574.02433393)";237
"POINT(-43.4782679 -22.8804659)";"POINT(-4839978.64320153 -2617569.39668418)";238
"POINT(-43.4778764 -22.8804455)";"POINT(-4839935.06162089 -2617566.93182688)";239
"POINT(-43.4770716 -22.8804204)";"POINT(-4839845.4716947 -2617563.8990863)";240
"POINT(-43.476106 -22.8803903)";"POINT(-4839737.98159439 -2617560.26221487)";241
"POINT(-43.4751944 -22.8803619)";"POINT(-4839636.50274658 -2617556.83074887)";242
"POINT(-43.4743356 -22.8803351)";"POINT(-4839540.90156788 -2617553.59260556)";243
"POINT(-43.4734343 -22.880307)";"POINT(-4839440.56931083 -2617550.19738883)";244
"POINT(-43.4725334 -22.880279)";"POINT(-4839340.28158158 -2617546.81425541)";245
"POINT(-43.472435 -22.8802759)";"POINT(-4839329.32774368 -2617546.43969426)";246
"POINT(-43.4716433 -22.8802558)";"POINT(-4839241.19610282 -2617544.01108825)";247
"POINT(-43.4707848 -22.8802341)";"POINT(-4839145.62831998 -2617541.38916078)";248
"POINT(-43.4698834 -22.8802112)";"POINT(-4839045.28493098 -2617538.62224239)";249
"POINT(-43.4697228 -22.8802072)";"POINT(-4839027.40702075 -2617538.13893791)";250
"POINT(-43.4688321 -22.8801846)";"POINT(-4838928.2547503 -2617535.40826789)";251
"POINT(-43.4682097 -22.8801688)";"POINT(-4838858.96949923 -2617533.49921567)";252
"POINT(-43.4676171 -22.8801605)";"POINT(-4838793.00156899 -2617532.49635922)";253
"POINT(-43.4669425 -22.8801317)";"POINT(-4838717.9054405 -2617529.01656861)";254
"POINT(-43.4667443 -22.8800599)";"POINT(-4838695.84191743 -2617520.34126052)";255
"POINT(-43.4664269 -22.879928)";"POINT(-4838660.50911105 -2617504.40432071)";256
"POINT(-43.4658432 -22.8797224)";"POINT(-4838595.53192427 -2617479.56254093)";257
"POINT(-43.4655718 -22.8796807)";"POINT(-4838565.31981447 -2617474.52411062)";258
"POINT(-43.4654827 -22.879667)";"POINT(-4838555.40124784 -2617472.86879931)";259
"POINT(-43.4648193 -22.8796587)";"POINT(-4838481.55189765 -2617471.86594656)";260
"POINT(-43.4636315 -22.8796438)";"POINT(-4838349.32660649 -2617470.06564479)";261
